"LOCATION,""INDICATOR"",""SUBJECT"",""MEASURE"",""FREQUENCY"",""TIME"",""Value"",""Flag Codes"""
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1980-08"",96.38993,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1980-09"",96.37984,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1980-10"",96.50629,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1980-11"",96.77814,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1980-12"",97.17227,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1981-01"",97.66518,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1981-02"",98.18661,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1981-03"",98.6819,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1981-04"",99.05438,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1981-05"",99.22741,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1981-06"",99.20522,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1981-07"",99.06952,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1981-08"",98.8703,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1981-09"",98.6911,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1981-10"",98.54523,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1981-11"",98.43243,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1981-12"",98.34471,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1982-01"",98.32601,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1982-02"",98.40765,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1982-03"",98.52544,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1982-04"",98.61612,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1982-05"",98.69915,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1982-06"",98.82782,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1982-07"",99.03371,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1982-08"",99.29417,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1982-09"",99.59493,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1982-10"",99.92556,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1982-11"",100.2019,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1982-12"",100.4387,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1983-01"",100.6732,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1983-02"",100.9037,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1983-03"",101.1572,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1983-04"",101.4172,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1983-05"",101.654,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1983-06"",101.8642,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1983-07"",102.0105,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1983-08"",102.064,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1983-09"",102.0357,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1983-10"",102.0165,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1983-11"",101.9964,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1983-12"",101.9792,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1984-01"",101.9553,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1984-02"",101.9019,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1984-03"",101.7831,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1984-04"",101.6056,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1984-05"",101.3486,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1984-06"",101.0531,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1984-07"",100.78,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1984-08"",100.5988,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1984-09"",100.4841,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1984-10"",100.3926,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1984-11"",100.3391,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1984-12"",100.2991,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1985-01"",100.2579,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1985-02"",100.1205,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1985-03"",99.97964,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1985-04"",99.84016,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1985-05"",99.71668,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1985-06"",99.63384,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1985-07"",99.59645,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1985-08"",99.61156,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1985-09"",99.64591,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1985-10"",99.6888,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1985-11"",99.71621,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1985-12"",99.71752,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1986-01"",99.69299,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1986-02"",99.68739,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1986-03"",99.72375,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1986-04"",99.79401,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1986-05"",99.84634,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1986-06"",99.89207,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1986-07"",99.92747,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1986-08"",99.97005,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1986-09"",100.0423,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1986-10"",100.1927,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1986-11"",100.4457,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1986-12"",100.8074,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1987-01"",101.293,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1987-02"",101.7112,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1987-03"",102.1435,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1987-04"",102.5625,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1987-05"",102.9107,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1987-06"",103.1156,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1987-07"",103.1369,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1987-08"",102.9983,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1987-09"",102.7438,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1987-10"",102.4049,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1987-11"",102.0467,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1987-12"",101.7226,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1988-01"",101.4709,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1988-02"",101.3052,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1988-03"",101.2309,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1988-04"",101.2383,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1988-05"",101.2768,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1988-06"",101.2783,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1988-07"",101.2238,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1988-08"",101.1127,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1988-09"",100.9495,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1988-10"",100.7719,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1988-11"",100.6339,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1988-12"",100.5459,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1989-01"",100.5172,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1989-02"",100.5274,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1989-03"",100.5479,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1989-04"",100.5874,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1989-05"",100.599,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1989-06"",100.5491,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1989-07"",100.4484,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1989-08"",100.2953,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1989-09"",100.0899,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1989-10"",99.87299,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1989-11"",99.69987,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1989-12"",99.57285,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1990-01"",99.46541,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1990-02"",99.37762,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1990-03"",99.34758,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1990-04"",99.38914,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1990-05"",99.44363,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1990-06"",99.45013,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1990-07"",99.38195,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1990-08"",99.24074,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1990-09"",99.04403,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1990-10"",98.82192,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1990-11"",98.6064,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1990-12"",98.46715,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1991-01"",98.45985,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1991-02"",98.60948,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1991-03"",98.88792,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1991-04"",99.19674,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1991-05"",99.49911,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1991-06"",99.79018,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1991-07"",100.0677,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1991-08"",100.3142,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1991-09"",100.4753,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1991-10"",100.5275,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1991-11"",100.4995,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1991-12"",100.4407,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1992-01"",100.4125,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1992-02"",100.436,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1992-03"",100.4816,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1992-04"",100.4835,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1992-05"",100.3456,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1992-06"",100.0527,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1992-07"",99.67908,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1992-08"",99.34477,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1992-09"",99.1379,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1992-10"",99.09322,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1992-11"",99.18537,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1992-12"",99.369,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1993-01"",99.57722,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1993-02"",99.79728,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1993-03"",100.0178,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1993-04"",100.2317,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1993-05"",100.4267,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1993-06"",100.59,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1993-07"",100.7504,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1993-08"",100.9053,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1993-09"",101.0132,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1993-10"",101.062,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1993-11"",101.053,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1993-12"",100.9967,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1994-01"",100.9005,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1994-02"",100.74,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1994-03"",100.5437,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1994-04"",100.3695,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1994-05"",100.2522,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1994-06"",100.1827,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1994-07"",100.135,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1994-08"",100.0959,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1994-09"",100.0314,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1994-10"",99.93699,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1994-11"",99.82526,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1994-12"",99.71113,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-01"",99.63807,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-02"",99.60792,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-03"",99.61075,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-04"",99.64906,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-05"",99.71758,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-06"",99.80219,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-07"",99.87003,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-08"",99.91293,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-09"",99.92742,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-10"",99.91805,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-11"",99.89587,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-12"",99.88129,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-01"",99.88046,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-02"",99.90195,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-03"",99.92737,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-04"",99.9416,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-05"",99.92608,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-06"",99.90553,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-07"",99.90241,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-08"",99.92702,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-09"",99.97052,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-10"",100.0229,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-11"",100.0699,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-12"",100.1262,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-01"",100.2089,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-02"",100.3203,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-03"",100.4414,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-04"",100.5633,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-05"",100.6704,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-06"",100.7568,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-07"",100.8303,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-08"",100.9056,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-09"",100.9643,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-10"",100.9886,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-11"",100.9777,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-12"",100.9555,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-01"",100.9274,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-02"",100.8928,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-03"",100.819,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-04"",100.6682,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-05"",100.4241,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-06"",100.092,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-07"",99.71718,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-08"",99.38062,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-09"",99.16179,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-10"",99.10077,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-11"",99.22906,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-12"",99.51466,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-01"",99.92129,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-02"",100.4131,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-03"",100.9122,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-04"",101.3398,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-05"",101.6691,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-06"",101.8909,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-07"",101.9814,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-08"",101.9216,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-09"",101.7428,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-10"",101.4916,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-11"",101.2461,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-12"",101.0444,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-01"",100.8875,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-02"",100.7707,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-03"",100.6912,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-04"",100.6168,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-05"",100.5543,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-06"",100.4966,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-07"",100.4539,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-08"",100.4404,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-09"",100.4643,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-10"",100.5345,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-11"",100.6209,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-12"",100.6824,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-01"",100.693,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-02"",100.6618,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-03"",100.6012,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-04"",100.5291,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-05"",100.454,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-06"",100.3596,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-07"",100.2382,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-08"",100.1165,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-09"",100.0119,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-10"",99.94166,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-11"",99.93137,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-12"",99.97311,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-01"",100.0634,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-02"",100.1842,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-03"",100.3163,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-04"",100.4176,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-05"",100.4338,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-06"",100.374,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-07"",100.2788,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-08"",100.1588,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-09"",100.0054,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-10"",99.80149,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-11"",99.54178,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-12"",99.24164,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-01"",98.95381,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-02"",98.75778,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-03"",98.68913,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-04"",98.73932,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-05"",98.8602,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-06"",99.01992,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-07"",99.18626,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-08"",99.35022,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-09"",99.51532,"
"GBR,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-10"",99.6791,"
